year	month	day	lon	lat	value	unit	var
2017	10	13	-97.70833588	30.29166603	NA	chla	mg m^-3
2017	10	13	-97.625	30.29166603	NA	chla	mg m^-3
2017	10	13	-97.54166412	30.29166603	NA	chla	mg m^-3
2017	10	13	-97.45833588	30.29166603	NA	chla	mg m^-3
2017	10	13	-97.375	30.29166603	NA	chla	mg m^-3
2017	10	13	-97.29166412	30.29166603	NA	chla	mg m^-3
2017	10	13	-97.20833588	30.29166603	NA	chla	mg m^-3
2017	10	13	-97.125	30.29166603	NA	chla	mg m^-3
2017	10	13	-97.04166412	30.29166603	NA	chla	mg m^-3
2017	10	13	-96.95833588	30.29166603	NA	chla	mg m^-3
2017	10	13	-96.875	30.29166603	NA	chla	mg m^-3
2017	10	13	-96.79166412	30.29166603	NA	chla	mg m^-3
2017	10	13	-96.70833588	30.29166603	NA	chla	mg m^-3
2017	10	13	-96.625	30.29166603	NA	chla	mg m^-3
2017	10	13	-96.54166412	30.29166603	NA	chla	mg m^-3
2017	10	13	-96.45833588	30.29166603	NA	chla	mg m^-3
2017	10	13	-96.375	30.29166603	NA	chla	mg m^-3
